"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8397","BCT-2.10 Freeze the virtual card (required before termination)","Business Cards - Create and Terminate Own Virtual Card","2026-09-04","passed","2026-09-04","","","",""
"","15130","CARD-1.3 Open Card Security settings","Card Management - Joint account","2026-09-04","passed","2026-09-04","","","",""
"","60612","BT-SWIFT-1.2 Open SWIFT payment review with configured amount (Android)","Bank Transfer - Individual - SWIFT","2026-09-05","passed","2026-09-05","","","",""
"","","""before all"" hook for Home Search - Individual","","2026-09-17","unknown","","","","",""
"","","""before all"" hook for Portfolio (iOS/Android)","","2026-08-18","unknown","","","","",""
"","","""before all"" hook for Business Cards - Admin Self-Assign Card Blocked","","2026-08-06","unknown","","","","",""
"","17931","BCCL-1.3 Select Virtual Card type","Business Cards - Card Limit Reached (TC1745/TC1747)","2026-08-25","broken","2026-08-25","","","",""
"","26347","SWIFT-1.2 Submit and verify success (iOS)","Bank Transfer - SWIFT Individual","2026-09-17","passed","2026-09-17","","","",""
"","","""before all"" hook for Orders (iOS)","","2026-04-28","unknown","","","","",""
"","54325","HM-STORY-1.3 Wait for Storyly widget on Home","Home Screen - Storyly widget","2026-08-19","broken","2026-08-19","","","",""
"","16183","opens 3.5% Simonds Farsons Cisk 2027 (via NEXT x2)","Portfolio (iOS/Android)","2026-08-25","passed","2026-08-25","","","",""
"","472","AFBT-2.9 Verify wallet identifier is displayed","Add Funds - Bank Transfer - Wallet Manager","2026-09-04","passed","2026-09-04","","","",""
"","19571","ABC-1.10 Freeze created card","Business Cards - Assign Physical card","2026-07-22","broken","2026-07-22","","","",""
"","","""before all"" hook for Home Search - Individual","","2026-09-18","unknown","","","","",""
"","","""before all"" hook for FX Exchange","","2026-08-12","unknown","","","","",""
"","","User can navigate to Add New Auto Top-Up screen","Auto Top-Up","2026-03-19","unknown","","","","",""
"","","""before all"" hook for Business Cards - No-Rights User Add Card Blocked","","2026-09-01","unknown","","","","",""
"","260164","Send SEPA by slide (11 EUR)","Bank Transfer - Individual - SEPA","2026-09-04","passed","2026-09-04","","","",""
"","22083","PO-1.3 Find BMW and open New Buy Order (Android)","Orders (iOS/Android)","2026-09-05","passed","2026-09-05","","","",""
"","","""before all"" hook for Business Cards - Card Limit Reached (TC1745/TC1747)","","2026-09-02","unknown","","","","",""
"","78831","adds instrument to watchlist (from existing list)","Watchlist (iOS/Android)","2026-06-06","broken","2026-06-06","","","",""
"","","""before all"" hook for Business identity","","2026-08-19","unknown","","","","",""
"","8696","HM-STORY-1.7 Verify Storyly content loads successfully","Home Screen - Storyly widget","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for FX Exchange","","2026-08-12","unknown","","","","",""
"","","""before all"" hook for Portfolio (iOS/Android)","","2026-04-30","unknown","","","","",""
"","8230","AF-1.2 Go to card top up","Add Funds","2026-09-16","passed","2026-09-16","","","",""
"","145991","Android: send P2P by slide (11 EUR)","Bank Transfer - Individual","2026-03-03","broken","2026-03-03","","","",""
"","","""before all"" hook for Watchlist (iOS/Android)","","2026-08-17","unknown","","","","",""
"","205395","switches between available account types","Home Account Switch","2026-08-17","broken","2026-08-17","","","",""
"","","""before all"" hook for Business Cards - Card Limit Reached (TC1745/TC1747)","","2026-09-01","unknown","","","","",""
"","389","BCT-2.7 Verify card assigned successfully","Business Cards - Create and Terminate Own Virtual Card","2026-09-04","passed","2026-09-04","","","",""
"","30","3DS2-1.6 Verify header section","3DS2 Authentication","2026-07-02","skipped","2026-07-02","","","",""
"","","""before all"" hook for Orders (iOS/Android)","","2026-07-08","unknown","","","","",""
"","384","BCR-3.2 Verify Manage Cards screen is displayed","Business Cards - Relink Card to Existing Wallet","2026-07-31","passed","2026-07-31","","","",""
"","195013","freezes and unfreezes an active physical card","Card freeze/unfreeze - Joint account","2026-09-04","passed","2026-09-04","","","",""
"","58","VOP-2.1 VOP screen is displayed after submitting beneficiary details","VOP - Beneficiary Creation (Android)","2026-08-10","passed","2026-08-10","","","",""
"","356","CPA-1.2 Wait for Home","Price Alerts (iOS/Android)","2026-09-05","passed","2026-09-05","","","",""
"","","""before all"" hook for Bank Transfer - SEPA Individual","","2026-09-17","unknown","","","","",""
"","6151","ABC-1.2 Tap Add New Card","Business Cards - Assign Physical card","2026-09-03","passed","2026-09-03","","","",""
"","","""before all"" hook for Orders (iOS/Android)","","2026-09-02","unknown","","","","",""
"","87065","AUTH-1.3 OTP countdown is shown and Resend becomes active (TC204)","Authentication - Security","2026-09-04","passed","2026-09-04","","","",""
"","3818","BCT-2.8 Close success sheet and return to Manage Cards","Business Cards - Create and Terminate Own Virtual Card","2026-08-03","passed","2026-08-03","","","",""
"","","""before all"" hook for Orders (iOS/Android)","","2026-05-27","unknown","","","","",""
"","","""before all"" hook for Orders (iOS/Android)","","2026-08-21","unknown","","","","",""
"","57768","AB-USD-1.10 Enter beneficiary address and continue","Add Beneficiary - Another person (USD) - step by step","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Price Alerts (iOS/Android)","","2026-04-21","unknown","","","","",""
"","","""before all"" hook for FX Exchange","","2026-09-16","unknown","","","","",""
"","","""before all"" hook for Card freeze/unfreeze - Joint account","","2026-09-16","unknown","","","","",""
"","122739","Home search returns Carlos Cat for query ""cat""","Home Search - Individual","2026-07-14","passed","2026-07-14","","","",""
"","281570","creates, modifies, and cancels BMW buy order","Orders (iOS/Android)","2026-06-09","passed","2026-06-09","","","",""
"","","""before all"" hook for Bank Transfer - P2P Individual","","2026-09-17","unknown","","","","",""
"","","""before all"" hook for FX Exchange","","2026-08-12","unknown","","","","",""
"","1756","BCW-1.13 Verify dialog message indicates plan wallet limit reached","Business Cards - Create New Wallet (TC1717/TC1718/TC1719)","2026-09-02","passed","2026-09-02","","","",""
"","7398","CB-1.8 (TC2422) Switching source wallet recalculates balance and fee","Cross-Border Payment - SWIFT (Android)","2026-08-11","passed","2026-08-11","","","",""
"","33244","FX-1.7 Complete EUR exchange","FX Exchange","2026-08-13","passed","2026-08-13","","","",""
"","5659","CB-1.10 (TC505) Complete SWIFT payment and verify success","Cross-Border Payment - SWIFT (Android)","2026-09-04","passed","2026-09-04","","","",""
"","13611","BCCL-1.1 Open Manage Cards","Business Cards - Card Limit Reached (TC1745/TC1747)","2026-09-03","passed","2026-09-03","","","",""
"","98333","AB-USD-1.11 Confirm OTP and verify beneficiary created successfully","Add Beneficiary - Another person (USD) - step by step","2026-08-25","broken","2026-08-25","","","",""
"","","""before all"" hook for Bank Transfer - SWIFT Individual","","2026-09-17","unknown","","","","",""
"","77251","opens Cash Funds from Invest -> Discover","Cash Funds (Mobile)","2026-06-09","passed","2026-06-09","","","",""
"","13525","AB-USD-1.9 Enter BIC/SWIFT code and continue","Add Beneficiary - Another person (USD) - step by step","2026-09-04","passed","2026-09-04","","","",""
"","469","TX-1.8 Verify no loading or navigation errors occur","Transactions","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-08-07","unknown","","","","",""
"","29573","ATU-1.4 Find the rule, delete it and verify absence","Auto Top-Up","2026-09-16","passed","2026-09-16","","","",""
"","6075","ABC-1.6 Continue with selected assignee","Business Cards - Assign Physical card","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Orders (iOS/Android)","","2026-05-26","unknown","","","","",""
"","","""before all"" hook for FX Exchange","","2026-08-12","unknown","","","","",""
"","6514","BCF-1.3 Open Dmytri Kerteusz card details","Business Cards - Freeze/UnFreeze Other User Virtual Card","2026-09-04","passed","2026-09-04","","","",""
"","18731","ABC-1.6 Order default card design","Business Cards - Assign Physical card","2026-07-22","broken","2026-07-22","","","",""
"","34","VOP-2.3 VOP screen shows the passed last name","VOP - Beneficiary Creation (Android)","2026-08-10","passed","2026-08-10","","","",""
"","161835","Create card -> success","Physical card creation - Individual","2026-04-29","passed","2026-04-29","","","",""
"","70975","AUTH-1.3 OTP countdown is shown and Resend becomes active (TC204)","Authentication - Security","2026-07-30","passed","2026-07-30","","","",""
"","24","PO-1.6 Cancel order and verify CANCELLED with modified quantity (iOS)","Orders (iOS/Android)","2026-09-05","skipped","2026-09-05","","","",""
"","82661","opens 3.5% Simonds Farsons Cisk 2027 (via NEXT x2)","Portfolio (iOS/Android)","2026-06-06","passed","2026-06-06","","","",""
"","","""before all"" hook for Cash Funds (iOS)","","2026-04-20","unknown","","","","",""
"","","""before all"" hook for Portfolio (iOS/Android)","","2026-09-16","unknown","","","","",""
"","764","BCAS-1.3 Verify admin self-assign blocked popup appears","Business Cards - Admin Self-Assign Card Blocked","2026-08-06","passed","2026-08-06","","","",""
"","98221","AB-USD-1.11 Confirm OTP and verify beneficiary created successfully","Add Beneficiary - Another person (USD) - step by step","2026-09-04","broken","2026-09-04","","","",""
"","42","opens portfolio page (from Invest)","Portfolio (iOS)","2026-04-29","skipped","2026-04-29","","","",""
"","217884","Home screen elements are visible","Home Screen - Individual","2026-07-14","passed","2026-07-14","","","",""
"","365","AFBT-2.6 Verify all available wallets are displayed","Add Funds - Bank Transfer - Wallet Manager","2026-08-17","passed","2026-08-17","","","",""
"","","""before all"" hook for Price Alerts (iOS/Android)","","2026-08-21","unknown","","","","",""
"","22348","ABC-1.14 Verify created card was removed","Business Cards - Assign Physical card","2026-09-02","broken","2026-09-02","","","",""
"","698","MPP-1.9 Verify included benefits displayed","My Price Plan","2026-08-19","passed","2026-08-19","","","",""
"","","""before all"" hook for Business Cards - Admin Self-Assign Card Blocked","","2026-08-04","unknown","","","","",""
"","80850","opens 3.5% Simonds Farsons Cisk 2027 (via NEXT x2)","Portfolio (iOS/Android)","2026-06-09","passed","2026-06-09","","","",""
"","","""before all"" hook for Card Management - Joint account","","2026-07-29","unknown","","","","",""
"","18904","AB-USD-1.5 Select country for SWIFT payment","Add Beneficiary - Another person (USD) - step by step","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Watchlist (iOS)","","2026-04-28","unknown","","","","",""
"","359099","Create card -> success","Physical card creation - Individual","2026-06-06","broken","2026-06-06","","","",""
"","43324","BCT-2.9 Open own virtual card once it becomes Active (wait from Pending)","Business Cards - Create and Terminate Own Virtual Card","2026-09-04","passed","2026-09-04","","","",""
"","192946","freezes and unfreezes an active physical card","Card freeze/unfreeze - Joint account","2026-08-25","passed","2026-08-25","","","",""
"","53662","HM-STORY-1.10 Close Storyly viewer and return to Home","Home Screen - Storyly widget","2026-08-19","broken","2026-08-19","","","",""
"","6688","AB-USD-1.4 Select beneficiary type","Add Beneficiary - Another person (USD) - step by step","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-08-06","unknown","","","","",""
"","","""before all"" hook for Auto Top-Up","","2026-08-17","unknown","","","","",""
"","","""before all"" hook for Add Beneficiary - Another person (USD) - step by step","","2026-09-04","unknown","","","","",""
"","","""before all"" hook for Price Alerts (iOS/Android)","","2026-09-16","unknown","","","","",""
"","","""before all"" hook for Watchlist (iOS/Android)","","2026-09-16","unknown","","","","",""
"","25965","FX-1.7 Complete EUR exchange","FX Exchange","2026-09-04","passed","2026-09-04","","","",""
"","","""before all"" hook for Price Alerts (iOS/Android)","","2026-08-22","unknown","","","","",""
"","97573","creates BMW buy order","Orders (iOS/Android)","2026-08-25","passed","2026-08-25","","","",""
"","235","TX-2.7 Verify transactions are grouped by date","Transactions","2026-08-20","passed","2026-08-20","","Business identity","",""
"","43742","P2P-1.1 Open payment screen and fill amount (iOS)","Bank Transfer - P2P Individual","2026-09-17","passed","2026-09-17","","","",""
"","","""before all"" hook for Card freeze/unfreeze - Joint account","","2026-09-17","unknown","","","","",""
"","87688","create price alert (BMW)","Price Alerts (iOS/Android)","2026-07-28","passed","2026-07-28","","","",""
"","89837","User can proceed top up balance via card","Add Funds","2026-04-02","passed","2026-04-02","","","",""
"","57298","PO-1.7 Find BMW and open New Buy Order (Android)","Orders (iOS/Android)","2026-09-05","broken","2026-09-05","","","",""
"","7904","BCR-3.6 Select a random wallet that is not the currently assigned one","Business Cards - Relink Card to Existing Wallet","2026-09-04","passed","2026-09-04","","","",""
"","15555","CB-1.8 (TC2422) Switching source wallet recalculates balance and fee","Cross-Border Payment - SWIFT (Android)","2026-09-04","passed","2026-09-04","","","",""
